Year_of_Birth Gender Child's_First_Name Count Rank
2014 FEMALE Violeta 12 71
2013 FEMALE Giselle 24 64
2014 FEMALE Skyler 10 41
2013 FEMALE Syeda 11 41
2013 FEMALE Eve 20 72
2012 MALE THEODORE 85 35
2014 FEMALE Sofia 12 39
2014 MALE Christopher 55 23
2013 FEMALE Valentina 115 11
2013 MALE Aiden 67 51
2014 MALE Brayden 10 58
2012 MALE AVERY 12 92
2013 FEMALE Devora 21 71
2014 FEMALE Sophia 36 16
2014 FEMALE Summer 10 41
2012 MALE JOSHUA 79 38
2014 FEMALE Sydney 21 30
2012 MALE MOHAMED 12 59
2014 FEMALE Taylor 45 11
2012 FEMALE GABRIELLA 25 32
2014 FEMALE Toby 46 50
2014 FEMALE Tiana 13 38
2014 FEMALE Tianna 13 38
2014 MALE Ayan 16 52
2013 FEMALE Adele 21 71
2014 FEMALE Tori 18 33
2012 FEMALE JOSELYN 23 66
2013 FEMALE Penelope 59 36
2012 MALE GEORGE 75 41
2012 FEMALE SHIRLEY 20 35
2014 MALE Aaron 34 38
2012 FEMALE MINDY 30 63
2014 FEMALE Ella 112 16
2014 MALE Joshua 68 49
2013 FEMALE Luciana 11 81
2014 FEMALE Trinity 19 32
2013 MALE Akiva 30 80
2014 FEMALE Victoria 30 21
2014 FEMALE Violet 14 37
2014 FEMALE Winter 16 35
2014 FEMALE Wynter 12 39
2014 FEMALE Zaniyah 10 41
2012 FEMALE ELINA 14 41
2013 MALE Ivan 45 24
2013 FEMALE Kaylee 81 24
2014 FEMALE Zara 14 37
2014 FEMALE Skyler 11 72
2014 FEMALE Zariah 10 41
2014 FEMALE Zendaya 13 38
2013 FEMALE Liv 19 73
2014 FEMALE Zoe 23 28
2014 MALE Kimi 24 44
2014 FEMALE Beatrice 44 52
2014 MALE Julius 46 62
2014 FEMALE Zoey 32 19
2013 MALE Shloime 14 96
2013 MALE Axel 55 55
2013 MALE Riley 18 87
2014 FEMALE Zuri 21 30
2013 FEMALE Allison 12 40
2013 FEMALE Idy 13 79
2014 FEMALE Aaliyah 55 36
2013 MALE Ahmad 10 100
2014 FEMALE Abigail 104 12
2013 MALE Richard 19 53
2013 MALE Wilson 18 49
2014 FEMALE Adelyn 10 73
2012 MALE JORDAN 57 58
2012 FEMALE EILEEN 15 40
2014 FEMALE Adriana 42 44
2014 FEMALE Briana 14 69
2013 MALE Kai 20 52
2013 MALE Ari 31 79
2013 FEMALE Mya 22 35
2012 MALE SALVATORE 25 79
2014 MALE Daniel 55 23
2014 FEMALE Adrianna 18 65
2014 FEMALE Aileen 20 63
2013 MALE Mohammed 18 49
2014 FEMALE Alana 17 66
2014 FEMALE Alanis 26 57
2012 MALE MAMADOU 33 38
2012 MALE JAYDEN 30 74
2014 FEMALE Alejandra 17 66
2014 FEMALE Harper 41 55
2012 MALE JASON 91 39
2012 MALE ALVIN 12 98
2014 FEMALE Alessandra 12 71
2012 MALE RICHARD 15 56
2012 MALE DOMINIC 28 76
2014 FEMALE Alexa 71 30
2014 FEMALE Alexandra 31 52
2012 FEMALE KAYLA 58 33
2014 FEMALE Alexia 13 70
2012 MALE ZEV 48 58
2012 FEMALE EMILY 110 4
2013 MALE Silas 11 99
2014 MALE Owen 87 40
2014 FEMALE Alexis 13 70
2013 FEMALE Lyric 14 43
2013 FEMALE Emily 184 5
2014 FEMALE Amira 15 36
2014 FEMALE Isabella 58 8
2013 MALE Chase 26 84
2014 FEMALE Alice 19 64
2014 FEMALE Alicia 14 69
2014 FEMALE Alina 30 53
2014 FEMALE Alison 21 62
2013 MALE Yeshaya 11 99
2014 FEMALE Alissa 10 73
2012 FEMALE TZIPORA 13 80
2014 MALE Cheskel 15 97
2014 FEMALE Aliyah 19 64
2014 FEMALE Aicha 23 28
2014 FEMALE Zainab 24 26
2014 MALE Xavier 45 29
2013 FEMALE Amber 31 57
2012 FEMALE ALEXA 66 28
2014 FEMALE Allison 103 13
2012 MALE LUKA 23 81
2014 FEMALE Allyson 16 67
2014 FEMALE Alma 13 70
2013 FEMALE Maeve 24 68
2012 FEMALE NOOR 12 81
2012 MALE EZRA 53 54
2014 FEMALE Alondra 15 68
2013 FEMALE Esty 29 63
2014 MALE Carmelo 13 57
2014 MALE Rowan 15 97
2014 FEMALE Skyla 28 23
2013 MALE Logan 80 38
2014 FEMALE Kimberly 72 29
2014 FEMALE Alyssa 31 52
2012 FEMALE KATELYN 21 68
2012 FEMALE ESTELLE 11 82
2012 FEMALE MAYA 29 29
2014 FEMALE Camille 11 85
2014 FEMALE Sanaa 14 37
2013 FEMALE Mackenzie 11 46
2012 FEMALE ANNABELLE 14 79
2014 FEMALE Amalia 15 68
2014 FEMALE Amanda 31 52
2014 FEMALE Amaya 27 56
2012 FEMALE SKYLA 29 29
2014 FEMALE Esther 12 38
2012 FEMALE JULIANA 14 75
2014 FEMALE Amber 18 65
2013 FEMALE Katelynn 12 76
2014 FEMALE Amelia 60 33
2013 MALE Peter 65 53
2014 FEMALE Amy 73 28
2014 FEMALE Ana 33 50
2013 MALE Avrum 17 93
2013 FEMALE Valeria 38 50
2013 MALE Yanky 12 98
2014 FEMALE Anabella 10 73
2014 FEMALE Anabelle 10 73
2014 FEMALE Anaya 12 71
2012 FEMALE FATOUMATA 46 15
2013 FEMALE Jasmine 32 56
2013 FEMALE Angelique 15 73
2014 MALE Preston 16 54
2014 FEMALE Andrea 46 40
2014 FEMALE Angela 17 66
2013 MALE Aiden 133 3
2014 FEMALE Angelica 30 53
2014 FEMALE Angelina 34 49
2014 FEMALE Angeline 12 71
2012 MALE CAMERON 54 23
2014 FEMALE Cataleya 12 71
2014 FEMALE Angelique 17 66
2014 FEMALE Angie 19 64
2012 FEMALE PEYTON 36 22
2014 FEMALE Anna 14 69
2014 FEMALE Annabella 15 68
2014 FEMALE Annabelle 12 71
2014 MALE Jacob 48 24
2014 FEMALE Annalise 12 71
2012 MALE ASHER 59 50
2014 FEMALE April 12 71
2012 MALE DARREN 13 58
2013 MALE Brendan 19 91
2014 FEMALE Arabella 16 67
2014 FEMALE Arely 11 72
2014 FEMALE Aria 28 55
2014 FEMALE Ariana 94 17
2014 MALE Jace 13 99
2012 MALE ELIEZER 29 75
2012 MALE BRADLEY 12 92
2014 FEMALE Cassidy 10 86
2013 FEMALE Amaya 30 58
2013 FEMALE Michelle 31 21
2014 FEMALE Yocheved 28 68
2014 MALE Brian 34 34
2013 FEMALE Arielle 27 30
2012 FEMALE HANNAH 30 59
2014 FEMALE Arianna 85 23
2014 FEMALE Ariel 19 64
2014 MALE Frank 10 58
2014 FEMALE Ariella 16 67
2012 FEMALE HAILEY 28 30
2014 FEMALE Arielle 13 70
2014 FEMALE Arya 13 70
2014 FEMALE Ashley 139 9
2014 FEMALE Athena 23 60
2014 FEMALE Aubree 18 65
2014 FEMALE Aubrey 45 41
2014 FEMALE Audrey 17 66
2014 FEMALE Aurora 10 73
2014 FEMALE Paige 22 74
2014 FEMALE Autumn 13 70
2014 FEMALE Ava 79 25
2014 MALE Mekhi 23 47
2014 FEMALE Avery 28 55
2014 MALE Albert 20 48
2014 MALE Bryan 15 55
2013 FEMALE Diana 31 57
2012 MALE JOSHUA 177 17
2012 MALE ERIK 10 94
2014 FEMALE Ayleen 12 71
2013 MALE Jacob 217 8
2012 FEMALE BELLA 14 43
2014 FEMALE Aylin 45 41
2014 FEMALE Bella 62 32
2014 FEMALE Karla 23 60
2012 FEMALE GABRIELLA 15 40
2012 FEMALE DANNA 32 57
2013 FEMALE Anabel 11 77
2014 FEMALE Carla 13 70
2013 MALE Marlon 10 95
2014 MALE Ibrahim 22 48
2012 MALE JACOB 48 27
2014 FEMALE Bianca 22 61
2014 FEMALE Maria 45 51
2014 FEMALE Brenda 14 69
2014 MALE Giovanni 32 80
2014 MALE Eli 103 33
2012 FEMALE FIONA 29 64
2012 FEMALE AMBERLY 11 78
2013 MALE Sean 21 46
2014 FEMALE Briana 14 69
2014 FEMALE Brianna 86 22
2014 FEMALE Brielle 10 73
2013 FEMALE Caroline 17 71
2014 FEMALE Nadia 13 83
2014 FEMALE Selena 14 36
2014 FEMALE Brigitte 11 72
2012 MALE CHRISTOPHER 68 15
2012 FEMALE STEPHANIE 10 47
2014 FEMALE Brittany 34 49
2014 FEMALE Brooke 10 73
2013 MALE Logan 71 50
2012 FEMALE MELINA 12 77
2014 MALE Shawn 11 57
2014 FEMALE Bryanna 12 71
2012 FEMALE FRANCESCA 33 60
2013 FEMALE Shira 20 72
2012 MALE JENCARLOS 10 100
2014 FEMALE Camila 193 5
2014 FEMALE Carla 13 70
2014 FEMALE Carmen 14 69
2014 FEMALE Carolina 10 73
2014 FEMALE Caroline 10 73
2013 FEMALE Henny 26 66
2013 FEMALE Gabriella 80 25
2014 FEMALE Allison 15 35
2013 FEMALE Ella 14 74
2014 MALE Brayan 19 89
2012 MALE WILLIAM 93 11
2014 FEMALE Cataleya 12 71
2013 MALE Jaiden 19 53
2014 FEMALE Catalina 19 64
2014 MALE Nikita 11 101
2014 FEMALE Catherine 11 72
2014 MALE Evan 49 60
2014 FEMALE Cecilia 10 73
2013 MALE Max 107 31
2012 FEMALE GIADA 13 80
2014 FEMALE Brielle 30 21
2014 FEMALE Skye 17 34
2014 FEMALE Celeste 12 71
2014 FEMALE Celine 10 73
2012 FEMALE BRIANA 34 55
2014 FEMALE Charlotte 31 52
2014 FEMALE Caitlin 11 85
2012 FEMALE SOPHIE 16 73
2014 MALE George 20 88
2014 FEMALE Chelsea 34 49
2014 FEMALE Chloe 68 31
2014 FEMALE Christina 10 73
2013 MALE Justin 72 15
2014 FEMALE Crystal 16 67
2012 MALE SEBASTIAN 198 10
2013 FEMALE Ayleen 16 72
2014 MALE Brayden 17 91
2014 FEMALE Ruth 11 85
2014 FEMALE Cynthia 10 73
2012 FEMALE DAISY 11 82
2013 MALE Laith 10 100
2014 FEMALE Erin 10 86
2012 MALE TRISTAN 23 48
2013 MALE Maxwell 11 61
2012 FEMALE SAMANTHA 34 21
2013 MALE Darwin 21 84
2014 FEMALE Daisy 19 64
2013 MALE Roman 26 84
2014 FEMALE Daleyza 14 69
2012 MALE JASON 101 8
2014 FEMALE Daniela 50 38
2014 FEMALE Alisha 11 39
2014 FEMALE Daniella 32 51
2013 FEMALE Avery 21 67
2014 FEMALE Danna 31 52
2014 MALE Justin 125 22
2014 FEMALE Christina 10 41
2013 FEMALE Sarai 20 37
2013 MALE Shia 32 78
2013 FEMALE Avery 55 40
2012 MALE MOSHE 238 5
2014 FEMALE Dayana 16 67
2014 FEMALE Noa 28 68
2013 FEMALE Jaylin 19 69
2012 MALE NAFTALI 24 80
2012 MALE BEN 18 86
2013 FEMALE Yehudis 20 72
2014 FEMALE Delilah 41 45
2012 MALE USHER 27 77
2014 MALE Kaleb 16 92
2013 MALE Adonis 11 61
2013 MALE Hunter 16 51
2014 FEMALE Destiny 25 58
2014 MALE Ezekiel 10 98
2013 MALE Isaiah 69 16
2014 FEMALE Diana 33 50
2014 FEMALE Eileen 11 72
2014 FEMALE Elena 32 51
2012 MALE JOSEPH 52 24
2014 FEMALE Eliana 29 54
2012 MALE JOAQUIN 15 95
2014 FEMALE Elisa 14 69
2014 FEMALE Eliza 11 72
2014 MALE Christopher 76 46
2018 MALE Jayden 216 7
2013 FEMALE Margot 16 76
2014 FEMALE Elizabeth 40 46
2014 MALE Josue 35 73
2014 FEMALE Ella 19 64
2014 FEMALE Rachel 228 3
2014 FEMALE Emely 60 33
2013 MALE Joel 92 33
2012 MALE CHARLES 18 53
2014 FEMALE Emilia 21 62
2013 MALE Gael 61 52
2014 FEMALE Emily 170 6
2013 MALE Israel 18 87
2014 FEMALE Emma 167 7
2014 FEMALE Erika 13 70
2014 FEMALE Jordyn 11 85
2014 FEMALE Esmeralda 19 64
2013 MALE King 15 90
2012 FEMALE LEAH 219 2
2012 FEMALE JOLIN 10 45
2013 FEMALE Michal 10 82
2013 MALE Oliver 24 81
2014 FEMALE Zelda 12 84
2012 MALE KAI 18 86
2013 FEMALE Raquel 10 78
2013 MALE Nico 13 97
2014 FEMALE Esther 20 63
2013 MALE Cheskel 12 98
2014 FEMALE Eva 33 50
2013 MALE David 42 27
2013 MALE Brian 10 62
2014 FEMALE Evangeline 11 72
2013 FEMALE Daniela 52 36
2012 FEMALE QUEENIE 20 35
2013 FEMALE Esther 10 47
2013 MALE Nathaniel 51 58
2013 FEMALE Lily 15 42
2014 FEMALE Evelyn 32 51
2012 MALE JOSHUA 45 29
2014 FEMALE Faith 32 51
2012 FEMALE IMANI 34 24
2012 FEMALE ALICE 22 67
2014 FEMALE Cecilia 24 72
2013 MALE Abdullah 14 96
2013 MALE Jace 49 59
2014 FEMALE Francesca 12 71
2014 MALE Samuel 22 46
2012 FEMALE ALICIA 15 42
2013 MALE Devin 24 81
2014 FEMALE Gabriela 45 41
2014 MALE Joshua 36 32
2014 FEMALE Kaylee 24 27
2013 FEMALE Athena 10 42
2012 FEMALE VERONICA 15 74
2014 MALE Donovan 10 60
2012 FEMALE MARGARET 29 64
2014 FEMALE Gabriella 78 26
2013 FEMALE Ruby 40 53
2014 FEMALE Sofia 12 39
2014 FEMALE Genesis 102 14
2012 MALE JEAN 33 78
2012 FEMALE GIANNA 48 45
2012 MALE MASON 103 8
2013 MALE Brendan 10 57
2012 FEMALE ANGELA 26 63
2012 FEMALE TALIA 11 46
2014 FEMALE Adelaide 19 77
2013 FEMALE Charlotte 21 31
2013 FEMALE Nevaeh 48 11
2012 MALE BLAKE 24 80
2014 FEMALE Gia 12 71
2013 FEMALE Renee 10 82
2014 FEMALE Gianna 43 43
2014 FEMALE Giselle 32 51
2014 FEMALE Grace 41 45
2014 FEMALE Guadalupe 29 54
2014 FEMALE Hailey 92 18
2012 FEMALE ITZEL 22 67
2013 FEMALE Yael 15 77
2012 MALE STEVEN 12 59
2013 FEMALE Emmeline 11 81
2013 MALE Hunter 20 52
2013 FEMALE Zara 11 77
2014 FEMALE Hailie 10 73
2013 FEMALE Brianna 99 16
2012 MALE ELIJAH 29 75
2014 MALE Kevin 17 95
2014 FEMALE Charlie 20 76
2014 MALE Brian 26 82
2013 FEMALE Jana 16 76
2013 FEMALE Jennifer 37 51
2013 FEMALE Arya 26 26
2012 MALE PABLO 16 94
2012 MALE ENRIQUE 11 99
2012 FEMALE JORDAN 12 81
2014 FEMALE Hannah 21 62
2012 MALE DOMINICK 11 99
2014 FEMALE Syeda 16 34
2012 FEMALE SHERLYN 32 57
2012 FEMALE JENNIFER 13 80
2013 FEMALE Madelyn 14 38
2013 MALE Roberto 15 90
2014 MALE Ahmad 15 97
2013 FEMALE Amirah 12 45
2013 MALE Giovanni 32 78
2014 MALE Luka 24 88
2012 FEMALE ELEANOR 45 48
2014 FEMALE Lindsay 15 68
2014 FEMALE Haylee 15 68
2014 FEMALE Hazel 12 71
2014 MALE Hudson 58 56
2012 MALE ROMEO 15 95
2014 MALE Blake 17 53
2014 FEMALE Eileen 18 32
2012 FEMALE VANESSA 44 45
2014 FEMALE Heaven 15 68
2014 FEMALE Violet 27 56
2014 FEMALE Alison 21 62
2013 MALE Pinchas 10 100
2014 FEMALE Heidi 11 72
2012 FEMALE VERONICA 27 66
2012 MALE SHAWN 21 50
2013 FEMALE Camille 12 80
2014 MALE Austin 40 72
2013 FEMALE Beatrice 20 72
2012 MALE SHNEUR 10 94
2012 MALE JACKY 14 57
2014 FEMALE Helen 18 65
2014 FEMALE Rachel 12 71
2014 FEMALE Isabel 42 44
2014 FEMALE Isabella 331 1
2014 FEMALE Isabelle 27 56
2012 FEMALE ZOE 36 22
2013 FEMALE Bruchy 11 81
2014 FEMALE Itzel 24 59
2014 MALE Wilson 11 57
2014 FEMALE Ivanna 11 72
2012 FEMALE CHARLOTTE 22 33
2014 FEMALE Izabella 10 73
2012 MALE JESSE 19 85
2012 MALE LANDON 17 87
2013 FEMALE Kayla 42 46
2014 FEMALE Jacqueline 18 65
2014 FEMALE Alejandra 17 66
2014 FEMALE Jade 41 45
2014 MALE Adriel 34 74
2013 MALE Dilan 15 90
2014 FEMALE Jasmine 34 49
2014 FEMALE Jayla 22 61
2014 FEMALE Jaylah 15 68
2014 FEMALE Zaniyah 10 41
2014 FEMALE Jayleen 25 58
2014 FEMALE Jaylene 13 70
2014 FEMALE Jaylin 14 69
2014 FEMALE Jazlyn 22 61
2012 MALE ASHTON 10 100
2014 FEMALE Jazmin 33 50
2014 FEMALE Jennifer 34 49
2014 FEMALE Jessica 21 62
2013 FEMALE Arianna 33 59
2012 FEMALE SAVANNAH 37 21
2013 MALE Hunter 41 69
2014 FEMALE Jessie 11 72
2013 MALE Chris 11 56
2014 FEMALE Jimena 11 72
2012 MALE CHRISTOPHER 195 11
2013 FEMALE Helen 14 74
2012 FEMALE AMAYA 36 53
2013 MALE Travis 13 59
2013 MALE Iker 36 69
2014 FEMALE Sienna 44 52
2014 FEMALE Gabriela 45 41
2012 MALE EFRAIM 19 85
2012 FEMALE JANNAT 18 37
2012 FEMALE ELIZABETH 31 24
2014 FEMALE Jessie 18 32
2013 MALE James 223 7
2014 FEMALE Jocelyn 32 51
2014 FEMALE Joselyn 10 73
2014 FEMALE Julia 20 63
2012 FEMALE ANASTASIA 19 74
2012 MALE MATHIAS 13 97
2014 MALE James 195 11
2014 FEMALE Juliana 27 56
2012 FEMALE NEVAEH 21 68
2014 FEMALE Julianna 19 64
2013 FEMALE Victoria 100 20
2014 FEMALE Nova 11 40
2012 MALE HARRISON 30 74
2012 MALE NOAH 162 20
2012 MALE ADAM 41 32
2014 FEMALE Sarai 15 36
2012 MALE REID 14 90
2013 FEMALE Ariel 19 33
2014 FEMALE Juliet 16 67
2014 FEMALE Juliette 21 62
2012 FEMALE ESME 16 77
2014 FEMALE Hanna 17 79
2014 FEMALE Megan 21 62
2013 MALE Muhammad 14 58
2014 FEMALE Julissa 15 68
2014 FEMALE Kailey 13 70
2012 FEMALE PEARL 31 62
2014 FEMALE Kaitlyn 25 58
2014 FEMALE Kamila 21 62
2014 FEMALE Karen 19 64
2014 FEMALE Amelia 73 31
2012 MALE JEREMY 117 31
2013 MALE Beckett 13 97
2014 FEMALE Karla 23 60
2014 MALE Joel 76 44
2014 FEMALE Aria 45 51
2014 FEMALE Kate 10 73
2014 MALE Eduardo 19 89
2014 FEMALE Skylar 63 5
2014 FEMALE Katelyn 17 66
2014 MALE Kaleb 20 50
2014 FEMALE Katherine 33 50
2014 MALE Felix 32 80
2012 FEMALE ANYA 19 36
2013 MALE Ibrahim 20 90
2012 FEMALE ASHLEY 159 7
2014 MALE Jesse 14 98
2014 MALE Greyson 14 98
2012 FEMALE ESTHER 13 76
2013 MALE Benjamin 31 42
2012 MALE RUBEN 12 98
2014 MALE Zayden 13 95
2014 MALE Bradley 15 55
2012 FEMALE AMELIA 42 47
2014 FEMALE Katie 12 71
2014 FEMALE Kayla 44 42
2012 FEMALE SYEDA 10 45
2014 FEMALE Kaylee 76 27
2013 MALE Brian 38 67
2014 FEMALE Kayleen 15 68
2012 FEMALE MIA 41 18
2013 FEMALE Catherine 49 44
2013 MALE Lian 10 95
2014 MALE Antonio 21 91
2014 FEMALE Khloe 68 31
2014 FEMALE Kaylie 10 73
2014 MALE Elijah 13 55
2012 FEMALE RUBY 17 72
2012 MALE LEVI 15 56
2014 FEMALE Kaylin 12 71
2014 FEMALE Keila 10 73
2014 FEMALE Kelly 16 67
2014 FEMALE Kendra 11 72
2012 FEMALE REBECCA 14 41
2014 FEMALE Keyla 15 68
2014 FEMALE Khloe 68 31
2013 FEMALE Alexa 57 32
2014 MALE Richard 20 92
2013 MALE Matthew 56 21
2013 MALE Eric 17 55
2014 MALE Dominick 16 92
2014 FEMALE Kiara 34 49
2014 FEMALE Kimberly 72 29
2014 FEMALE Kylie 52 37
2012 FEMALE VERA 18 75
2012 MALE ROMAN 16 88
2014 FEMALE Tenzin 33 17
2014 FEMALE Kyla 11 40
2014 FEMALE Laila 24 59
2014 FEMALE Laura 15 68
2012 MALE BRANDON 153 22
2014 FEMALE Phoenix 10 41
2014 FEMALE Audrey 31 19
2012 FEMALE ESMERALDA 24 65
2012 MALE NASIR 32 39
2014 FEMALE Lauren 18 65
2014 MALE Avi 11 101
2014 FEMALE Layla 50 38
2012 FEMALE ALIZA 20 73
2014 FEMALE Leah 100 15
2012 MALE TRISTAN 29 75
2014 FEMALE Margot 19 77
2013 FEMALE Grace 36 52
2014 FEMALE Leila 19 64
2014 FEMALE Leilani 18 65
2014 FEMALE Leslie 34 49
2014 FEMALE Lesly 15 68
2012 FEMALE LUCY 54 42
2014 FEMALE Leyla 11 72
2012 MALE BRIAN 41 32
2014 FEMALE Lia 17 66
2014 FEMALE Liana 12 71
2013 FEMALE Ananya 10 42
2014 FEMALE Liliana 17 66
2014 FEMALE Lillian 10 73
2012 FEMALE GEORGIA 16 77
2014 FEMALE Lily 19 64
2012 MALE WESLEY 12 92
2013 FEMALE Harmony 16 41
2012 MALE YUSUF 15 56
2014 FEMALE Lindsay 15 68
2014 FEMALE Sylvia 12 38
2013 MALE Kingsley 23 44
2012 FEMALE ANNABELLE 12 43
2014 FEMALE Madeline 10 40
2014 FEMALE Peyton 34 17
2014 FEMALE Erika 13 70
2014 MALE Ibrahima 13 57
2012 MALE ISMAEL 29 81
2014 FEMALE Litzy 10 73
2014 FEMALE Lizbeth 19 64
2014 FEMALE Lola 14 69
2014 FEMALE London 29 54
2014 FEMALE Londyn 10 73
2013 FEMALE Livia 14 78
2014 FEMALE Margaret 33 63
2014 FEMALE Ayesha 28 22
2012 MALE GAVIN 24 86
2013 FEMALE Ellie 18 34
2012 FEMALE JENNIFER 60 31
2014 MALE Amir 27 85
2013 MALE Brayden 12 55
2014 MALE Ariel 24 88
2013 FEMALE Izabella 21 67
2012 MALE JONATHAN 52 26
2014 FEMALE Lucia 19 64
2014 FEMALE Luciana 18 65
2014 FEMALE Luna 42 44
2013 MALE Darius 12 60
2014 FEMALE Mackenzie 15 68
2014 MALE King 26 82
2014 FEMALE Madeline 23 60
2014 FEMALE Claire 49 9
2012 MALE YAKOV 61 48
2014 FEMALE Madelyn 15 68
2014 FEMALE Madison 90 20
2012 FEMALE MANHA 15 40
2014 FEMALE Magaly 11 72
2013 FEMALE Emma 182 6
2014 FEMALE Maia 14 69
2012 FEMALE ANNA 90 27
2014 MALE Carter 19 89
2014 FEMALE Jenna 23 73
2013 MALE George 14 53
2013 FEMALE Bella 24 28
2014 FEMALE Makayla 16 67
2012 FEMALE AVERY 76 31
2012 FEMALE GITTY 69 35
2014 FEMALE Maria 57 35
2013 FEMALE McKenzie 17 40
2014 FEMALE Mariah 10 73
2014 FEMALE Mariana 18 65
2014 FEMALE Marilyn 13 70
2013 MALE Steven 75 41
2012 MALE RILEY 14 57
2014 FEMALE Megan 13 37
2014 MALE Ayden 91 36
2014 MALE Oscar 38 74
2013 FEMALE Kayleen 17 71
2014 FEMALE Natalia 13 83
2013 MALE Myles 11 61
2012 MALE SAMIR 10 94
2014 FEMALE Kylie 13 83
2014 FEMALE Marjorie 16 67
2014 FEMALE Maya 45 41
2014 FEMALE Leila 19 64
2014 FEMALE Megan 21 62
2012 FEMALE PERRY 17 76
2014 FEMALE Melanie 106 11
2014 FEMALE Melany 39 47
2012 MALE AIDAN 25 85
2012 MALE SHANE 16 55
2012 MALE ADRIEL 24 86
2014 MALE Adyan 17 51
2012 MALE ISAAC 116 25
2012 MALE HENRY 36 75
2014 MALE Frank 14 98
2013 MALE Shlomo 66 52
2012 FEMALE JOCELYN 39 50
2014 FEMALE Melina 18 65
2012 FEMALE ASHLEY 17 40
2014 FEMALE Melissa 29 54
2014 FEMALE Melody 22 61
2014 FEMALE Everly 14 82
2014 MALE Tristan 52 25
2014 FEMALE Nahla 13 38
2013 FEMALE Nyla 23 65
2012 MALE PARKER 22 82
2014 FEMALE Naomi 27 56
2012 MALE ABDULLAH 28 43
2014 FEMALE Mia 255 3
2012 FEMALE GRACE 51 8
2014 FEMALE Alanis 26 57
2012 MALE ANDERSON 11 93
2014 MALE Zayan 18 50
2014 FEMALE Michelle 44 42
2014 MALE Isaiah 47 61
2014 FEMALE Mikaela 11 72
2013 FEMALE Stella 13 39
2014 MALE Jax 11 101
2014 FEMALE Mila 46 40
2014 FEMALE Miranda 13 70
2013 MALE Christopher 87 37
2014 FEMALE Monica 12 71
2014 MALE Jakub 11 101
2014 FEMALE Monserrat 10 73
2014 FEMALE Iris 21 29
2014 FEMALE Montserrat 15 68
2014 FEMALE Mya 27 56
2014 FEMALE Naomi 27 56
2014 FEMALE Nashla 19 64
2014 FEMALE Natalia 45 41
2014 FEMALE Natalie 28 55
2014 FEMALE Nathalie 24 59
2013 MALE Uriel 18 87
2014 FEMALE Mackenzie 15 68
2014 FEMALE Nathaly 19 64
2013 FEMALE Rivka 120 17
2012 FEMALE CAROLINE 11 44
2014 MALE Tyler 40 68
2014 FEMALE Evelyn 26 24
2014 MALE Johan 23 85
2012 FEMALE AISHA 19 38
2012 FEMALE TAYLOR 26 67
2013 FEMALE Leila 35 57
2012 FEMALE MACKENZIE 22 71
2014 FEMALE Nayeli 17 66
2014 FEMALE Nevaeh 13 70
2014 FEMALE Nicole 48 39
2014 FEMALE Nina 11 72
2013 MALE Micah 33 40
2012 FEMALE AMY 68 26
2012 MALE KAYDEN 50 25
2014 FEMALE Nyla 10 73
2014 FEMALE Jocelyn 16 34
2012 FEMALE KYLA 15 42
2014 MALE Menashe 12 100
2013 MALE Cameron 49 27
2014 MALE Jordan 17 51
2014 FEMALE Maia 14 69
2014 FEMALE Nylah 15 68
2014 FEMALE Olivia 96 16
2012 MALE JAMES 34 37
2014 FEMALE Paige 14 69
2012 FEMALE RUBY 38 55
2013 MALE Danny 19 86
2014 FEMALE Pamela 13 70
2013 FEMALE Sarina 11 41
2014 FEMALE Paris 11 72
2014 FEMALE Penelope 58 34
2012 MALE JONAH 13 58
2012 FEMALE KARINA 11 78
2012 MALE BRAYDEN 15 95
2012 FEMALE SOFIA 24 31
2013 MALE Ayden 49 27
2014 FEMALE Peyton 16 67
2012 MALE ABDUL 15 56
2014 MALE Arham 12 56
2014 MALE Louis 18 50
2014 FEMALE Rachel 12 71
2014 MALE Bruce 14 94
2012 MALE NOAH 131 21
2014 FEMALE Rebecca 12 71
2012 MALE SKYLER 11 99
2013 MALE Benjamin 232 6
2013 MALE Robert 18 54
2014 FEMALE Riley 15 68
2014 FEMALE Rose 32 51
2014 FEMALE Ester 10 86
2014 FEMALE Ruby 22 61
2014 MALE Duvid 16 96
2013 MALE Rayan 10 57
2013 MALE Tyler 44 67
2014 FEMALE Ruth 10 73
2014 MALE Savion 10 60
2013 MALE Aaron 122 25
2014 FEMALE Ruby 48 48
2012 FEMALE KIMBERLY 13 42
2014 FEMALE Chavy 13 83
2013 MALE Francis 13 97
2014 MALE Prince 19 89
2013 MALE Naftali 28 82
2012 MALE FRANK 13 97
2013 MALE Ori 11 99
2013 FEMALE Paula 10 78
2014 FEMALE Sabrina 18 65
2013 MALE Nicholas 156 16
2013 FEMALE Amira 17 75
2013 FEMALE Serenity 54 9
2014 FEMALE Salome 11 72
2014 FEMALE Samantha 91 19
2014 FEMALE Sara 21 62
2013 MALE Tyler 37 31
2012 MALE EMANUEL 31 80
2012 MALE ELIJAH 115 6
2014 FEMALE Sarah 39 47
2012 MALE VINCENT 41 64
2014 FEMALE Sarai 17 66
2014 FEMALE Savannah 43 43
2014 FEMALE Scarlett 80 24
2014 FEMALE Mia 139 11
2014 FEMALE Selena 14 69
2014 MALE Kareem 18 52
2014 FEMALE Serenity 35 48
2014 MALE Tenzin 42 29
2014 MALE Jasper 24 88
2012 MALE MOHAMMED 11 60
2012 FEMALE ZOE 67 27
